"gd_previo","kd_previo","t9_12_diaprevio","t13_15_diaprevio","h8_diaprevio","h14_diaprevio","t_dia_diaprevio","preciptac_dia_diaprevio","Predicc_temp_day_C","Predicc_Relative_humidity_day_0_1","Predicc_cloudy_sky_day_0_1","Predicc_temp_10_11_12_C","Predicc_cloudy_13_14_15","Predicc_R_hum_10_11_12","Predicc_R_hum_13_14_15","Predicc_temp_13_14_15_C","Predicc_cloudy_10_11_12"
5644.44444444444,0.702503937562646,26,29.3333333333333,0.406666666666667,0.316666666666667,22.2434782608696,0,22.0454545454545,0.462272727272727,0.909090909090909,24.3333333333333,0.933333333333333,0.37,0.376666666666667,24.6666666666667,1
