"elaborado","nombre","provincia","id","version","origen.productor","origen.web","origen.enlace","origen.language","origen.copyright","origen.notaLegal","estadoCielo.value","estadoCielo.periodo","estadoCielo.descripcion","precipitacion.value","precipitacion.periodo","nieve.value","nieve.periodo","temperatura.value","temperatura.periodo","sensTermica.value","sensTermica.periodo","humedadRelativa.value","humedadRelativa.periodo","fecha","orto","ocaso","viento.direccion","viento.velocidad","viento.periodo","viento.value"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","11","08","Despejado","0","08","0","08","20","08","20","08","54","08","2020-09-29T00:00:00","08:11","20:03","NO","7","08","11"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","11","09","Despejado","0","09","0","09","22","09","22","09","46","09","2020-09-29T00:00:00","08:11","20:03","O","5","09","9"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","12","10","Poco nuboso","0","10","0","10","24","10","24","10","40","10","2020-09-29T00:00:00","08:11","20:03","O","5","10","8"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","12","11","Poco nuboso","0","11","0","11","24","11","24","11","41","11","2020-09-29T00:00:00","08:11","20:03","S","5","11","8"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","17","12","Nubes altas","0","12","0","12","25","12","25","12","41","12","2020-09-29T00:00:00","08:11","20:03","S","5","12","9"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","11","13","Despejado","0","13","0","13","25","13","25","13","41","13","2020-09-29T00:00:00","08:11","20:03","SE","6","13","9"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","12","14","Poco nuboso","0","14","0","14","25","14","25","14","42","14","2020-09-29T00:00:00","08:11","20:03","SE","6","14","10"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","11","15","Despejado","0","15","0","15","24","15","24","15","42","15","2020-09-29T00:00:00","08:11","20:03","SE","5","15","10"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","12","16","Poco nuboso","0","16","0","16","24","16","24","16","43","16","2020-09-29T00:00:00","08:11","20:03","SE","5","16","8"
"2020-09-29T16:36:18","Málaga","Málaga","29067","1.0","Agencia Estatal de Meteorología - AEMET. Gobierno de España","http://www.aemet.es","http://www.aemet.es/es/eltiempo/prediccion/municipios/horas/malaga-id29067","es","© AEMET. Autorizado el uso de la información y su reproducción citando a AEMET como autora de la misma.","http://www.aemet.es/es/nota_legal","12","17","Poco nuboso","0","17","0","17","23","17","23","17","44","17","2020-09-29T00:00:00","08:11","20:03","SE","4","17","7"
