"","latitud","id_old","url","latitud_dec","altitud","capital","num_hab","zona_comarcal","destacada","nombre","longitud_dec","id","longitud"
"1","40º32'54.450744""","44004","ababuj-id44001","40.54845854","1372","Ababuj","65","624401","0","Ababuj","-0.80780117","44001","-0º48'28.084212"""
"2","40º54'58.824504""","40004","abades-id40001","40.91634014","971","Abades","873","674001","0","Abades","-4.26787389","40001","-4º16'4.346004"""
"3","43º8'51.525564""","48010","abadino-abadino-zelaieta-id48001","43.14764599","144","Abadiño-Zelaieta","7504","754802","0","Abadiño","-2.60687319","48001","-2º36'24.743484"""
"4","40º15'34.315272""","10004","abadia-id10001","40.25953202","451","Abadía","324","701001","0","Abadía","-5.97785806","10001","-5º58'40.289016"""
"5","43º21'46.874736""","27010","abadin-abadin-o-provecende-id27001","43.36302076","515","Abadín o Provecende","2646","712702","0","Abadín","-7.47214495","27001","-7º28'19.72182"""
"6","42º37'23.69766""","09004","abajas-id09001","42.62324935","839","Abajas","29","670902","0","Abajas","-3.58176303","09001","-3º34'54.346908"""
"7","43º2'48.186348""","20010","abaltzisketa-id20001","43.04671843","374","Abaltzisketa","329","752002","0","Abaltzisketa","-2.10562430","20001","-2º6'20.24748"""
"8","38º12'28.401012""","30010","abanilla-id30001","38.20788917","222","Abanilla","6435","733003","0","Abanilla","-1.04259775","30001","-1º2'33.3519"""
"9","41º8'17.648448""","50003","abanto-id50001","41.13823568","929","Abanto","113","625002","0","Abanto","-1.69921759","50001","-1º41'57.183324"""
"10","43º18'38.977164""","48020","abanto-y-ciervana-abanto-zierbena-gallarta-id48002","43.31082699","100","Gallarta","9688","754802","0","Abanto y Ciérvana-Abanto Zierbena","-3.07319265","48002","-3º4'23.49354"""
"11","42º3'48.311352""","34004","abarca-de-campos-id34001","42.06341982","758","Abarca de Campos","42","673402","0","Abarca de Campos","-4.84050594","34001","-4º50'25.821384"""
"12","38º12'9.357984""","30020","abaran-id30002","38.20259944","173","Abarán","13086","733003","0","Abarán","-1.40118044","30002","-1º24'4.249584"""
"13","42º54'14.829984""","31009","abaurregaina-abaurrea-alta-id31003","42.90411944","1056","Abaurregaina/Abaurrea Alta","132","743103","0","Abaurregaina/Abaurrea Alta","-1.20924899","31003","-1º12'33.296364"""
"14","42º54'42.84918""","31012","abaurrepea-abaurrea-baja-id31004","42.91190255","869","Abaurrepea/Abaurrea Baja","38","743103","0","Abaurrepea/Abaurrea Baja","-1.21577352","31004","-1º12'56.784672"""
"15","43º13'40.342368""","15010","abegondo-san-marco-id15001","43.22787288","142","San Marco","5585","711501","0","Abegondo","-8.28854794","15001","-8º17'18.772584"""
"16","41º48'28.54044""","42005","abejar-id42001","41.80792790","1140","Abejar","346","674201","0","Abejar","-2.78291427","42001","-2º46'58.491372"""
"17","39º54'35.734068""","44008","abejuela-id44002","39.90992613","1168","Abejuela","41","624402","0","Abejuela","-0.89343176","44002","-0º53'36.354336"""
"18","42º9'41.116212""","25004","abella-de-la-conca-id25001","42.16142117","954","Abella de la Conca","170","692502","0","Abella de la Conca","1.09177173","25001","1º5'30.378228"""
"19","39º12'36.02808""","02010","abengibre-id02001","39.21000780","634","Abengibre","775","680201","0","Abengibre","-1.54384487","02001","-1º32'37.841532"""
"20","38º52'46.612272""","13010","abenojar-id13001","38.87961452","612","Abenójar","1520","681303","0","Abenójar","-4.35762706","13001","-4º21'27.457416"""
"21","42º37'10.243776""","31015","aberin-muniain-de-la-solana-id31005","42.61951216","516","Muniáin de la Solana","382","743102","0","Aberin","-2.00860462","31005","-2º0'30.976632"""
"22","39º14'35.313432""","10008","abertura-id10002","39.24314262","396","Abertura","436","701004","0","Abertura","-5.81393908","10002","-5º48'50.180688"""
"23","41º37'31.934748""","49003","abezames-id49002","41.62553743","733","Abezames","72","674902","0","Abezames","-5.42555570","49002","-5º25'32.00052"""
"24","40º1'8.9463""","16004","abia-de-la-obispalia-id16001","40.01915175","1022","Abia de la Obispalía","80","681602","0","Abia de la Obispalía","-2.39574988","16001","-2º23'44.699568"""
"25","42º25'8.195988""","34008","abia-de-las-torres-id34003","42.41894333","842","Abia de las Torres","184","673402","0","Abia de las Torres","-4.42286282","34003","-4º25'22.306152"""
"26","42º7'16.90824""","22004","abiego-id22001","42.12136340","536","Abiego","267","622202","0","Abiego","-0.07070538","22001","-0º4'14.539368"""
"27","42º14'34.26144""","22008","abizanda-id22002","42.24285040","638","Abizanda","140","622201","0","Abizanda","0.19783256","22002","0º11'52.197216"""
"28","37º8'28.35564""","04005","abla-id04001","37.14120990","853","Abla","1426","610402","0","Abla","-2.77953953","04001","-2º46'46.342308"""
"29","40º53'53.561076""","19006","ablanque-id19002","40.89821141","1061","Ablanque","80","681901","0","Ablanque","-2.22937043","19002","-2º13'45.733548"""
"30","41º58'25.299372""","31018","ablitas-id31006","41.97369427","386","Ablitas","2549","743104","0","Ablitas","-1.63844870","31006","-1º38'18.41532"""
"31","41º31'4.596672""","08003","abrera-id08001","41.51794352","106","Abrera","12125","690803","0","Abrera","1.90221018","08001","1º54'7.956648"""
"32","37º7'55.85826""","04010","abrucena-id04002","37.13218285","986","Abrucena","1262","610402","0","Abrucena","-2.79746690","04002","-2º47'50.88084"""
"33","40º42'35.076924""","37004","abusejo-id37001","40.70974359","839","Abusejo","220","673701","0","Abusejo","-6.14229505","37001","-6º8'32.26218"""
"34","42º38'51.303624""","31003","abaigar-id31001","42.64758434","486","Abáigar","98","743102","0","Abáigar","-2.14259213","31001","-2º8'33.331668"""
"35","40º53'33.672804""","19003","abanades-id19001","40.89268689","1039","Abánades","61","681901","0","Abánades","-2.48589722","19001","-2º29'9.229992"""
"36","42º43'38.819748""","31006","abarzuza-abartzuza-id31002","42.72744993","560","Abárzuza/Abartzuza","556","743102","0","Abárzuza/Abartzuza","-2.02195793","31002","-2º1'19.048548"""
"37","41º5'12.109236""","28005","acebeda-la-id28001","41.08669701","1271","Acebeda, La","67","722801","0","Acebeda, La","-3.62520402","28001","-3º37'30.734472"""
"38","43º2'21.857568""","24004","acebedo-id24001","43.03940488","1153","Acebedo","222","672401","0","Acebedo","-5.11654364","24001","-5º6'59.557104"""
"39","40º12'5.930388""","10012","acebo-id10003","40.20164733","509","Acebo","594","701001","0","Acebo","-6.71717386","10003","-6º43'1.825896"""
"40","39º54'31.35258""","16008","acebron-el-id16002","39.90870905","759","Acebrón, El","238","681603","0","Acebrón, El","-2.98521139","16002","-2º59'6.761004"""
"41","39º4'29.73018""","06005","acedera-id06001","39.07492505","316","Acedera","831","700601","0","Acedera","-5.57151763","06001","-5º34'17.463468"""
"42","39º48'3.709224""","10016","acehuche-id10004","39.80103034","340","Acehúche","829","701002","0","Acehúche","-6.63471528","10004","-6º38'4.975008"""
"43","40º8'57.089292""","10020","aceituna-id10005","40.14919147","477","Aceituna","615","701001","0","Aceituna","-6.33134449","10005","-6º19'52.840164"""
"44","41º10'13.726668""","50006","acered-id50002","41.17047963","835","Acered","220","625002","0","Acered","-1.60429853","50002","-1º36'15.474708"""
"45","38º38'49.232904""","06010","aceuchal-id06002","38.64700914","303","Aceuchal","5538","700603","1","Aceuchal","-6.48701436","06002","-6º29'13.251696"""
"46","42º8'45.232908""","22012","adahuesca-id22003","42.14589803","616","Adahuesca","172","622202","0","Adahuesca","-0.00778658","22003","-0º0'28.031688"""
"47","41º39'0.907596""","47004","adalia-id47001","41.65025211","783","Adalia","57","674701","0","Adalia","-5.12051384","47001","-5º7'13.849824"""
"48","38º1'30.452592""","14010","adamuz-id14001","38.02512572","241","Adamuz","4398","611402","0","Adamuz","-4.52617749","14001","-4º31'34.238964"""
"49","40º56'39.248052""","05003","adanero-id05001","40.94423557","910","Adanero","204","670501","0","Adanero","-4.60377542","05001","-4º36'13.591512"""
"50","28º7'13.777284""","38010","adeje-id38001","28.12049369","218","Adeje","46667","659603","1","Adeje","-16.72245684","38001","-16º43'20.844624"""
"51","40º3'40.320468""","46003","ademuz-id46001","40.06120013","756","Ademuz","1179","774601","0","Ademuz","-1.28669047","46001","-1º17'12.085692"""
"52","42º41'11.320332""","31021","adios-id31007","42.68647787","478","Adiós","170","743102","0","Adiós","-1.73632112","31007","-1º44'10.756032"""
"53","40º40'36.352452""","19009","adobes-id19003","40.67676457","1380","Adobes","44","681902","0","Adobes","-1.67947053","19003","-1º40'46.093908"""
"54","38º55'7.727988""","46006","ador-id46002","38.91881333","100","Ador","1411","774604","0","Ador","-0.22439286","46002","-0º13'27.814296"""
"55","36º44'55.2597""","04015","adra-id04003","36.74868325","14","Adra","24782","610403","1","Adra","-3.02330257","04003","-3º1'23.889252"""
"56","41º35'39.203988""","09006","adrada-de-haza-id09003","41.59422333","822","Adrada de Haza","230","670904","0","Adrada de Haza","-3.82309492","09003","-3º49'23.141712"""
"57","41º3'5.715864""","40008","adrada-de-piron-id40002","41.05158774","1020","Adrada de Pirón","36","674002","0","Adrada de Pirón","-4.04989926","40002","-4º2'59.637336"""
"58","40º18'4.909716""","05006","adrada-la-id05002","40.30136381","624","Adrada, La","2663","670503","1","Adrada, La","-4.63746033","05002","-4º38'14.857188"""
"59","41º21'3.839904""","42010","adradas-id42003","41.35106664","1051","Adradas","53","674203","0","Adradas","-2.47377986","42003","-2º28'25.607496"""
"60","41º22'6.94128""","40012","adrados-id40003","41.36859480","878","Adrados","156","674001","0","Adrados","-4.11562511","40003","-4º6'56.250396"""
"61","43º12'12.241368""","20020","aduna-id20002","43.20340038","129","Aduna","471","752002","0","Aduna","-2.04978935","20002","-2º2'59.24166"""
"62","28º5'55.055076""","35010","agaete-id35001","28.09862641","45","Agaete","5656","659001","0","Agaete","-15.69904438","35001","-15º41'56.559768"""
"63","40º26'53.7036""","37006","agallas-id37002","40.44825100","803","Agallas","158","673702","0","Agallas","-6.44086910","37002","-6º26'27.12876"""
"64","42º45'47.182284""","36200","agolada-id36020","42.76310619","581","Agolada","2651","713602","0","Agolada","-8.01769613","36020","-8º1'3.706068"""
"65","42º26'45.320136""","26010","agoncillo-id26002","42.44592226","346","Agoncillo","1173","762601","0","Agoncillo","-2.29164990","26002","-2º17'29.93964"""
"66","38º26'22.175376""","03010","agost-id03002","38.43949316","331","Agost","4752","770303","0","Agost","-0.63891979","03002","-0º38'20.111244"""
"67","41º47'14.516088""","25012","agramunt-id25003","41.78736558","336","Agramunt","5515","692503","1","Agramunt","1.09922357","25003","1º5'57.204852"""
"68","38º46'48.014544""","03015","agres-id03003","38.78000404","719","Agres","583","770301","0","Agres","-0.51595543","03003","-0º30'57.439548"""
"69","37º1'49.353276""","18005","agron-id18001","37.03037591","1059","Agrón","313","611801","0","Agrón","-3.83009744","18001","-3º49'48.350784"""
"70","37º15'7.126884""","41005","aguadulce-id41001","37.25197969","264","Aguadulce","2149","614103","0","Aguadulce","-4.99341911","41001","-4º59'36.308796"""
"71","41º20'18.560112""","50012","aguaron-id50004","41.33848892","650","Aguarón","796","625002","0","Aguarón","-1.26960814","50004","-1º16'10.589304"""
"72","42º43'2.186688""","09012","aguas-candidas-rio-quintanilla-id09006","42.71727408","744","Río Quintanilla","63","670902","0","Aguas Cándidas","-3.50447563","09006","-3º30'16.112268"""
"73","41º16'28.310448""","47008","aguasal-id47002","41.27453068","753","Aguasal","26","674701","0","Aguasal","-4.65253556","47002","-4º39'9.128016"""
"74","40º40'16.61106""","44012","aguaton-id44003","40.67128085","1224","Aguatón","18","624401","0","Aguatón","-1.23376877","44003","-1º14'1.567572"""
"75","40º49'20.879184""","44016","aguaviva-id44004","40.82246644","549","Aguaviva","605","624403","0","Aguaviva","-0.19721142","44004","-0º11'49.961112"""
"76","38º58'43.736088""","13020","agudo-id13002","38.97881558","569","Agudo","1785","681303","0","Agudo","-4.87264671","13002","-4º52'21.528156"""
"77","41º13'40.61262""","40016","aguilafuente-id40004","41.22794795","887","Aguilafuente","647","674001","0","Aguilafuente","-4.11194224","40004","-4º6'42.992064"""
"78","42º35'24.475272""","09014","aguilar-de-bureba-id09007","42.59013202","683","Aguilar de Bureba","69","670902","0","Aguilar de Bureba","-3.32851643","09007","-3º19'42.659148"""
"79","42º47'33.524808""","34012","aguilar-de-campoo-id34004","42.79264578","897","Aguilar de Campoo","7088","673402","1","Aguilar de Campoo","-4.25993817","34004","-4º15'35.777412"""
"80","41º59'5.48538""","47012","aguilar-de-campos-id47003","41.98485705","775","Aguilar de Campos","295","674701","0","Aguilar de Campos","-5.17938513","47003","-5º10'45.786468"""
"81","42º36'48.132576""","31024","aguilar-de-codes-id31008","42.61337016","728","Aguilar de Codés","94","743102","0","Aguilar de Codés","-2.38922737","31008","-2º23'21.218532"""
"82","41º44'53.926008""","08006","aguilar-de-segarra-id08002","41.74831278","533","Aguilar de Segarra","251","690802","0","Aguilar de Segarra","1.62936702","08002","1º37'45.721272"""
"83","37º31'12.151884""","14020","aguilar-de-la-frontera-id14002","37.52004219","379","Aguilar de la Frontera","13631","611403","1","Aguilar de la Frontera","-4.66061547","14002","-4º39'38.215692"""
"84","40º35'24.893448""","44020","aguilar-del-alfambra-id44005","40.59024818","1304","Aguilar del Alfambra","77","624401","0","Aguilar del Alfambra","-0.79655771","44005","-0º47'47.607756"""
"85","41º57'42.124248""","26015","aguilar-del-rio-alhama-id26003","41.96170118","638","Aguilar del Río Alhama","511","762602","0","Aguilar del Río Alhama","-1.99412160","26003","-1º59'38.83776"""
"86","41º17'47.477148""","50015","aguilon-id50005","41.29652143","686","Aguilón","260","625002","0","Aguilón","-1.04556320","50005","-1º2'44.02752"""
"87","42º23'38.489784""","17004","agullana-id17001","42.39402494","162","Agullana","826","691701","0","Agullana","2.84657328","17001","2º50'47.663808"""
"88","38º49'20.259912""","46012","agullent-id46004","38.82229442","411","Agullent","2435","774603","0","Agullent","-0.54782899","46004","-0º32'52.184364"""
"89","28º11'15.429732""","38020","agulo-id38002","28.18761937","153","Agulo","1086","659401","0","Agulo","-17.19184774","38002","-17º11'30.651864"""
"90","41º51'20.76534""","50009","agon-id50003","41.85576815","322","Agón","155","625002","0","Agón","-1.45183776","50003","-1º27'6.615936"""
"91","42º21'17.819316""","22016","aguero-id22004","42.35494981","695","Agüero","150","622202","0","Agüero","-0.79441820","22004","-0º47'39.90552"""
"92","27º54'18.495216""","35300","aguimes-id35002","27.90513756","279","Agüimes","30244","659004","1","Agüimes","-15.44475728","35002","-15º26'41.126208"""
"93","40º11'13.58952""","10024","ahigal-id10006","40.18710820","377","Ahigal","1454","701001","0","Ahigal","-6.18738129","10006","-6º11'14.572644"""
"94","41º9'28.672884""","37010","ahigal-de-villarino-id37004","41.15796469","764","Ahigal de Villarino","37","673701","0","Ahigal de Villarino","-6.37930035","37004","-6º22'45.48126"""
"95","40º52'20.262432""","37008","ahigal-de-los-aceiteros-id37003","40.87229512","632","Ahigal de los Aceiteros","143","673701","0","Ahigal de los Aceiteros","-6.74689866","37003","-6º44'48.835176"""
"96","38º15'37.175796""","06015","ahillones-id06003","38.26032661","580","Ahillones","990","700604","0","Ahillones","-5.86674807","06003","-5º52'0.293052"""
"97","43º14'10.141332""","20160","aia-id20016","43.23615037","311","Aia","2039","752001","0","Aia","-2.14903622","20016","-2º8'56.530392"""
"98","42º35'32.072856""","31027","aibar-oibar-id31009","42.59224246","560","Aibar/Oibar","836","743102","0","Aibar/Oibar","-1.35974230","31009","-1º21'35.07228"""
"99","38º52'39.898092""","46126","aielo-de-malferit-id46042","38.87774947","289","Aielo de Malferit","4657","774603","0","Aielo de Malferit","-0.59147520","46042","-0º35'29.31072"""
"100","38º52'54.211404""","46129","aielo-de-rugat-id46043","38.88172539","265","Aielo de Rugat","166","774603","0","Aielo de Rugat","-0.34335159","46043","-0º20'36.065724"""
"101","41º46'6.2679""","08042","aiguafreda-id08014","41.76840775","405","Aiguafreda","2498","690802","0","Aiguafreda","2.25066785","08014","2º15'2.40426"""
"102","41º19'45.620364""","43005","aiguamurcia-santes-creus-id43001","41.32933899","273","Santes Creus","909","694302","0","Aiguamúrcia","1.35854088","43001","1º21'30.747168"""
"103","41º56'18.43134""","17008","aiguaviva-id17002","41.93845315","164","Aiguaviva","783","691702","0","Aiguaviva","2.76163011","17002","2º45'41.868396"""
"104","38º29'55.935312""","03020","aigues-id03004","38.49887092","332","Aigües","984","770303","0","Aigües","-0.36258669","03004","-0º21'45.312084"""
"105","41º49'0.134328""","50018","ainzon-id50006","41.81670398","432","Ainzón","1162","625002","0","Ainzón","-1.51925171","50006","-1º31'9.306156"""
"106","42º40'46.735644""","22024","aisa-id22006","42.67964879","1041","Aisa","363","622201","0","Aisa","-0.61987313","22006","-0º37'11.543268"""
"107","41º29'40.723692""","25144","aitona-id25038","41.49464547","108","Aitona","2415","692503","0","Aitona","0.45794580","25038","0º27'28.60488"""
"108","43º15'20.439""","20030","aizarnazabal-id20003","43.25567750","58","Aizarnazabal","775","752001","0","Aizarnazabal","-2.23623444","20003","-2º14'10.443984"""
"109","40º32'6.245268""","28010","ajalvir-id28002","40.53506813","680","Ajalvir","4339","722802","0","Ajalvir","-3.48071016","28002","-3º28'50.556576"""
"110","42º10'3.027108""","26020","ajamil-de-cameros-id26004","42.16750753","1039","Ajamil de Cameros","72","762602","0","Ajamil de Cameros","-2.48762529","26004","-2º29'15.451044"""
"111","43º18'29.823804""","48025","ajangiz-mendieta-id48911","43.30828439","37","Mendieta","463","754801","0","Ajangiz","-2.66433285","48911","-2º39'51.59826"""
"112","39º42'48.73482""","45004","ajofrin-id45001","39.71353745","773","Ajofrín","2336","684503","0","Ajofrín","-3.98225489","45001","-3º58'56.117604"""
"113","41º1'23.946528""","44024","alacon-id44006","41.02331848","698","Alacón","314","624403","0","Alacón","-0.69647160","44006","-0º41'47.29776"""
"114","41º14'56.997528""","50021","aladren-id50007","41.24916598","775","Aladrén","54","625002","0","Aladrén","-1.15604660","50007","-1º9'21.76776"""
"115","41º18'27.246384""","47016","alaejos-id47004","41.30756844","752","Alaejos","1429","674701","0","Alaejos","-5.21675691","47004","-5º13'0.324876"""
"116","41º46'13.091592""","50024","alagon-id50008","41.77030322","235","Alagón","7052","625003","1","Alagón","-1.12214332","50008","-1º7'19.715952"""
"117","39º58'24.928968""","10026","alagon-del-rio-id10903","39.97359138","260","Alagón del Río","936","701002","0","Alagón del Río","-6.31697452","10903","-6º19'1.108272"""
"118","39º56'5.451612""","07020","alaior-id07002","39.93484767","129","Alaior","9162","645501","0","Alaior","4.13954133","07002","4º8'22.348788"""
"119","28º3'44.578332""","38030","alajero-id38003","28.06238287","803","Alajeró","1954","659401","0","Alajeró","-17.23786066","38003","-17º14'16.298376"""
"120","37º12'34.05132""","29010","alameda-id29001","37.20945870","433","Alameda","5403","612901","0","Alameda","-4.66026922","29001","-4º39'36.969192"""
"121","40º39'1.08252""","37012","alameda-de-gardon-la-id37005","40.65030070","712","Alameda de Gardón, La","92","673701","0","Alameda de Gardón, La","-6.75822367","37005","-6º45'29.605212"""
"122","40º0'48.370824""","45008","alameda-de-la-sagra-id45002","40.01343634","595","Alameda de la Sagra","3509","684502","0","Alameda de la Sagra","-3.79673062","45002","-3º47'48.230232"""
"123","40º54'59.69934""","28015","alameda-del-valle-id28003","40.91658315","1104","Alameda del Valle","224","722801","0","Alameda del Valle","-3.84366195","28003","-3º50'37.18302"""
"124","37º34'49.583928""","18010","alamedilla-id18002","37.58043998","861","Alamedilla","658","611802","0","Alamedilla","-3.24475946","18002","-3º14'41.134056"""
"125","40º28'20.608212""","37014","alamedilla-la-id37006","40.47239117","756","Alamedilla, La","150","673701","0","Alamedilla, La","-6.82757395","37006","-6º49'39.26622"""
"126","38º40'36.857172""","13030","alamillo-id13003","38.67690477","446","Alamillo","531","681304","0","Alamillo","-4.79003492","13003","-4º47'24.125712"""
"127","40º51'47.532924""","19012","alaminos-id19004","40.86320359","1064","Alaminos","71","681903","0","Alaminos","-2.72589856","19004","-2º43'33.234816"""
"128","41º36'58.369356""","25016","alamus-els-id25004","41.61621371","211","Alamús, Els","769","692503","0","Alamús, Els","0.73943650","25004","0º44'21.9714"""
"129","38º47'6.879768""","06020","alange-id06004","38.78524438","322","Alange","1946","700603","0","Alange","-6.24722704","06004","-6º14'50.017344"""
"130","38º2'14.28558""","41010","alanis-id41002","38.03730155","673","Alanís","1832","614101","0","Alanís","-5.71549984","41002","-5º42'55.799424"""
"131","39º27'29.082744""","46015","alaquas-id46005","39.45807854","45","Alaquàs","29964","774602","1","Alaquàs","-0.46015527","46005","-0º27'36.558972"""
"132","42º39'36.038052""","34016","alar-del-rey-id34005","42.66001057","851","Alar del Rey","989","673402","0","Alar del Rey","-4.31130963","34005","-4º18'40.714668"""
"133","40º44'51.100836""","37016","alaraz-id37007","40.74752801","881","Alaraz","509","673701","0","Alaraz","-5.28800069","37007","-5º17'16.802484"""
"134","41º12'16.548408""","50027","alarba-id50009","41.20459678","849","Alarba","153","625002","0","Alarba","-1.61294807","50009","-1º36'46.613052"""
"135","39º32'48.13818""","16012","alarcon-id16003","39.54670505","840","Alarcón","149","681603","0","Alarcón","-2.08620320","16003","-2º5'10.33152"""
"136","40º50'59.47458""","19015","alarilla-id19005","40.84985405","830","Alarilla","99","681903","0","Alarilla","-3.10521744","19005","-3º6'18.782784"""
"137","39º42'19.126332""","07010","alaro-id07001","39.70531287","224","Alaró","5227","645403","0","Alaró","2.78929422","07001","2º47'21.459192"""
"138","39º5'41.814348""","02020","alatoz-id02002","39.09494843","858","Alatoz","580","680201","0","Alatoz","-1.36097604","02002","-1º21'39.513744"""
"139","40º37'4.159056""","44028","alba-id44007","40.61782196","975","Alba","212","624401","0","Alba","-1.34533155","44007","-1º20'43.19358"""
"140","41º48'44.992584""","34020","alba-de-cerrato-id34006","41.81249794","782","Alba de Cerrato","87","673402","0","Alba de Cerrato","-4.36593330","34006","-4º21'57.35988"""
"141","40º49'38.769168""","37018","alba-de-tormes-id37008","40.82743588","836","Alba de Tormes","5341","673701","1","Alba de Tormes","-5.51211229","37008","-5º30'43.604244"""
"142","40º40'17.726196""","37020","alba-de-yeltes-id37009","40.67159061","786","Alba de Yeltes","234","673701","0","Alba de Yeltes","-6.31599973","37009","-6º18'57.599028"""
"143","38º59'45.169908""","02001","albacete-id02003","38.99588053","681","Albacete","172487","680201","1","Albacete","-1.85574745","02003","-1º51'20.69082"""
"144","41º26'56.559912""","25024","albages-l-id25006","41.44904442","372","Albagés, L'","419","692503","0","Albagés, L'","0.73854698","25006","0º44'18.769128"""
"145","38º50'30.496524""","46018","albaida-id46006","38.84180459","311","Albaida","6031","774603","0","Albaida","-0.51986706","46006","-0º31'11.521416"""
"146","37º25'37.597512""","41015","albaida-del-aljarafe-id41003","37.42711042","164","Albaida del Aljarafe","3089","614102","0","Albaida del Aljarafe","-6.16648075","41003","-6º9'59.3307"""
"147","39º23'49.962732""","46021","albal-id46007","39.39721187","10","Albal","15935","774602","0","Albal","-0.41464448","46007","-0º24'52.720128"""
"148","38º37'9.259752""","13040","albaladejo-id13004","38.61923882","937","Albaladejo","1398","681302","0","Albaladejo","-2.80484449","13004","-2º48'17.440164"""
"149","39º48'28.337184""","16016","albaladejo-del-cuende-id16004","39.80787144","915","Albaladejo del Cuende","301","681603","0","Albaladejo del Cuende","-2.23018373","16004","-2º13'48.661428"""
"150","39º12'4.576212""","46024","albalat-de-la-ribera-id46008","39.20127117","11","Albalat de la Ribera","3485","774604","0","Albalat de la Ribera","-0.38619815","46008","-0º23'10.31334"""
"151","39º32'37.647276""","46030","albalat-dels-sorells-id46009","39.54379091","17","Albalat dels Sorells","3937","774602","0","Albalat dels Sorells","-0.34583998","46009","-0º20'45.023928"""
"152","39º42'9.72738""","46027","albalat-dels-tarongers-id46010","39.70270205","97","Albalat dels Tarongers","1163","774602","0","Albalat dels Tarongers","-0.33712468","46010","-0º20'13.648848"""
"153","41º43'16.662504""","22028","albalate-de-cinca-id22007","41.72129514","189","Albalate de Cinca","1201","622203","0","Albalate de Cinca","0.14512716","22007","0º8'42.457776"""
"154","40º18'26.231832""","19018","albalate-de-zorita-id19006","40.30728662","759","Albalate de Zorita","1022","681903","0","Albalate de Zorita","-2.84352592","19006","-2º50'36.693312"""
"155","40º21'58.460832""","16020","albalate-de-las-nogueras-id16005","40.36623912","852","Albalate de las Nogueras","288","681601","0","Albalate de las Nogueras","-2.27664306","16005","-2º16'35.915016"""
"156","41º7'15.052044""","44032","albalate-del-arzobispo-id44008","41.12084779","343","Albalate del Arzobispo","2025","624403","1","Albalate del Arzobispo","-0.51092341","44008","-0º30'39.324276"""
"157","41º44'12.959124""","22032","albalatillo-id22008","41.73693309","261","Albalatillo","207","622203","0","Albalatillo","-0.15067546","22008","-0º9'2.431656"""
"158","39º15'20.510388""","10028","albala-id10007","39.25569733","502","Albalá","723","701003","0","Albalá","-6.18502247","10007","-6º11'6.080892"""
"159","37º47'24.685584""","23010","albanchez-de-magina-id23001","37.79019044","862","Albanchez de Mágina","1140","612304","0","Albanchez de Mágina","-3.46650587","23001","-3º27'59.421132"""
"160","42º18'16.36758""","17012","albanya-id17003","42.30454655","234","Albanyà","155","691701","0","Albanyà","2.72019727","17003","2º43'12.710172"""
"161","40º18'27.125388""","19021","albares-id19007","40.30753483","742","Albares","542","681903","0","Albares","-3.01130220","19007","-3º0'40.68792"""
"162","40º24'24.055812""","44036","albarracin-id44009","40.40668217","1170","Albarracín","1059","624401","1","Albarracín","-1.44449794","44009","-1º26'40.192584"""
"163","39º53'50.415936""","45012","albarreal-de-tajo-id45003","39.89733776","451","Albarreal de Tajo","734","684502","0","Albarreal de Tajo","-4.22825628","45003","-4º13'41.722608"""
"164","38º34'15.15144""","02030","albatana-id02004","38.57087540","582","Albatana","748","680203","0","Albatana","-1.52275248","02004","-1º31'21.908928"""
"165","38º10'44.206896""","03025","albatera-id03005","38.17894636","15","Albatera","11767","770303","0","Albatera","-0.86792141","03005","-0º52'4.517076"""
"166","41º34'20.88066""","25028","albatarrec-id25007","41.57246685","146","Albatàrrec","2139","692503","0","Albatàrrec","0.60330154","25007","0º36'11.885544"""
"167","41º51'55.171188""","22036","albelda-id22009","41.86532533","360","Albelda","762","622203","0","Albelda","0.46106724","22009","0º27'39.842064"""
"168","42º21'25.108344""","26025","albelda-de-iregua-id26005","42.35697454","537","Albelda de Iregua","3269","762601","1","Albelda de Iregua","-2.47260697","26005","-2º28'21.385092"""
"169","40º29'14.478072""","16024","albendea-id16006","40.48735502","831","Albendea","144","681601","0","Albendea","-2.41843336","16006","-2º25'6.360096"""
"170","41º13'38.905248""","19024","albendiego-id19008","41.22747368","1189","Albendiego","39","681901","0","Albendiego","-3.05238595","19008","-3º3'8.58942"""
"171","40º6'9.920052""","44040","albentosa-id44010","40.10275557","960","Albentosa","279","624402","0","Albentosa","-0.76981698","44010","-0º46'11.341128"""
"172","39º30'47.628432""","16028","alberca-de-zancara-la-id16007","39.51323012","811","Alberca de Záncara, La","1769","681603","1","Alberca de Záncara, La","-2.49058346","16007","-2º29'26.100456"""
"173","40º29'19.184748""","37022","alberca-la-id37010","40.48866243","1044","Alberca, La","1126","673702","0","Alberca, La","-6.10993723","37010","-6º6'35.774028"""
"174","40º24'44.056116""","37024","albergueria-de-arganan-la-id37011","40.41223781","736","Alberguería de Argañán, La","140","673701","0","Alberguería de Argañán, La","-6.81331694","37011","-6º48'47.940984"""
"175","39º7'0.666948""","46033","alberic-id46011","39.11685193","26","Alberic","10826","774604","0","Alberic","-0.51744033","46011","-0º31'2.785188"""
"176","42º24'22.398048""","26030","alberite-id26006","42.40622168","449","Alberite","2562","762601","1","Alberite","-2.44084091","26006","-2º26'27.027276"""
"177","41º49'13.699956""","50030","alberite-de-san-juan-id50010","41.82047221","378","Alberite de San Juan","86","625002","0","Alberite de San Juan","-1.47138793","50010","-1º28'16.996548"""
