"","latitud","id_old","url","latitud_dec","altitud","capital","num_hab","zona_comarcal","destacada","nombre","longitud_dec","id","longitud"
"1660","28º21'4.375836""","38110","candelaria-id38011","28.35121551","0","Candelaria","26543","659602","1","Candelaria","-16.36893514","38011","-16º22'8.166504"""
"1661","40º21'54.990252""","37140","candelario-id37078","40.36527507","1136","Candelario","970","673702","0","Candelario","-5.74166375","37078","-5º44'29.9895"""
"1662","40º9'8.938116""","05126","candeleda-id05047","40.15248281","429","Candeleda","5143","670503","1","Candeleda","-5.23914852","05047","-5º14'20.934672"""
"1663","41º42'14.697864""","42225","candilichera-id42049","41.70408274","1005","Candilichera","135","674202","0","Candilichera","-2.29994818","42049","-2º17'59.813448"""
"1664","42º48'55.989288""","24140","candin-id24036","42.81555258","907","Candín","303","672401","0","Candín","-6.72821553","24036","-6º43'41.575908"""
"1665","42º50'19.17924""","25240","canejan-id25063","42.83866090","919","Canejan","102","692501","0","Canejan","0.73947065","25063","0º44'22.09434"""
"1666","38º2'55.86486""","23200","canena-id23020","38.04885135","537","Canena","1981","612303","0","Canena","-3.48147823","23020","-3º28'53.321628"""
"1667","40º54'34.582572""","28170","canencia-id28034","40.90960627","1139","Canencia","476","722801","0","Canencia","-3.73782303","28034","-3º44'16.162908"""
"1668","42º2'17.704608""","17160","canet-d-adri-id17040","42.03825128","246","Canet d'Adri","644","691702","0","Canet d'Adri","2.73476445","17040","2º44'5.15202"""
"1669","39º40'50.7837""","46246","canet-d-en-berenguer-id46082","39.68077325","10","Canet d'En Berenguer","6296","774602","0","Canet d'En Berenguer","-0.21878416","46082","-0º13'7.622976"""
"1670","41º35'22.682328""","08117","canet-de-mar-id08040","41.58963398","17","Canet de Mar","14123","690804","0","Canet de Mar","2.58263796","08040","2º34'57.496656"""
"1671","40º33'3.88908""","12170","canet-lo-roig-id12036","40.55108030","329","Canet lo Roig","760","771202","0","Canet lo Roig","0.24273041","12036","0º14'33.829476"""
"1672","42º42'59.405436""","22280","canfranc-canfranc-estacion-id22078","42.71650151","1037","Canfranc-Estación","554","622201","0","Canfranc","-0.52497158","22078","-0º31'29.897688"""
"1673","42º15'51.27174""","36080","cangas-id36008","42.26424215","8","Cangas","26567","713601","1","Cangas","-8.78488299","36008","-8º47'5.578764"""
"1674","43º20'54.204036""","33120","cangas-de-onis-cangues-d-onis-cangas-de-onis-id33012","43.34839001","81","Cangues d'Onís/Cangas de Onís","6678","633305","0","Cangas de Onís","-5.12749781","33012","-5º7'38.992116"""
"1675","43º10'37.99704""","33110","cangas-del-narcea-id33011","43.17722140","377","Cangas del Narcea","13710","633303","1","Cangas del Narcea","-6.55205753","33011","-6º33'7.407108"""
"1676","41º56'16.432584""","09128","canicosa-de-la-sierra-id09067","41.93789794","1136","Canicosa de la Sierra","543","670905","0","Canicosa de la Sierra","-3.04051015","09067","-3º2'25.83654"""
"1677","37º26'13.007688""","18185","caniles-id18039","37.43694658","906","Caniles","4514","611802","0","Caniles","-2.72312271","18039","-2º43'23.241756"""
"1678","40º55'17.88024""","37142","canillas-de-abajo-id37079","40.92163340","811","Canillas de Abajo","72","673701","0","Canillas de Abajo","-5.92972802","37079","-5º55'47.020872"""
"1679","36º52'24.259944""","29330","canillas-de-aceituno-id29033","36.87340554","648","Canillas de Aceituno","1746","612904","0","Canillas de Aceituno","-4.08292336","29033","-4º4'58.524096"""
"1680","36º50'46.467888""","29340","canillas-de-albaida-id29034","36.84624108","575","Canillas de Albaida","875","612904","0","Canillas de Albaida","-3.98822385","29034","-3º59'17.60586"""
"1681","41º45'21.96666""","47140","canillas-de-esgueva-id47034","41.75610185","816","Canillas de Esgueva","84","674701","0","Canillas de Esgueva","-4.12464899","47034","-4º7'28.736364"""
"1682","42º23'54.498372""","26195","canillas-de-rio-tuerto-id26039","42.39847177","624","Canillas de Río Tuerto","40","762601","0","Canillas de Río Tuerto","-2.84091298","26039","-2º50'27.286728"""
"1683","37º0'36.251028""","04145","canjayar-id04030","37.01006973","602","Canjáyar","1365","610403","0","Canjáyar","-2.73944378","04030","-2º44'21.997608"""
"1684","41º7'16.930056""",NA,"canonja-la-id43907","41.12136946","38","Canonja, La","5807","694303","0","Canonja, La","1.18007857","43907","1º10'48.282852"""
"1685","41º37'28.745256""","08120","canovelles-id08041","41.62465146","181","Canovelles","15954","690803","0","Canovelles","2.27806994","08041","2º16'41.051784"""
"1686","40º48'44.555508""","19168","canredondo-id19064","40.81237653","1158","Canredondo","93","681903","0","Canredondo","-2.49398795","19064","-2º29'38.35662"""
"1687","42º44'1.104468""","09130","cantabrana-id09068","42.73364013","636","Cantabrana","32","670902","0","Cantabrana","-3.46765370","09068","-3º28'3.55332"""
"1688","40º22'17.874084""","37144","cantagallo-id37080","40.37163169","932","Cantagallo","273","673702","0","Cantagallo","-5.81854240","37080","-5º49'6.75264"""
"1689","41º7'31.755396""","37146","cantalapiedra-id37081","41.12548761","782","Cantalapiedra","1039","673701","0","Cantalapiedra","-5.18358635","37081","-5º11'0.91086"""
"1690","41º15'30.43782""","40148","cantalejo-id40040","41.25845495","966","Cantalejo","3782","674001","1","Cantalejo","-3.92706722","40040","-3º55'37.441992"""
"1691","42º25'19.86078""","17164","cantallops-id17041","42.42218355","204","Cantallops","324","691703","0","Cantallops","2.92494407","17041","2º55'29.798652"""
"1692","41º14'8.829708""","19171","cantalojas-id19065","41.23578603","1318","Cantalojas","161","681901","0","Cantalojas","-3.24439345","19065","-3º14'39.81642"""
"1693","41º3'9.854244""","37148","cantalpino-id37082","41.05273729","808","Cantalpino","960","673701","0","Cantalpino","-5.32798426","37082","-5º19'40.743336"""
"1694","40º54'11.937384""","37150","cantaracillo-id37083","40.90331594","910","Cantaracillo","203","673701","0","Cantaracillo","-5.16330853","37083","-5º9'47.910708"""
"1695","40º31'40.631556""","44220","cantavieja-id44059","40.52795321","1300","Cantavieja","724","624402","0","Cantavieja","-0.40567370","44059","-0º24'20.42532"""
"1696","37º36'18.786276""","41115","cantillana-id41023","37.60521841","31","Cantillana","10842","614102","0","Cantillana","-5.82628909","41023","-5º49'34.640724"""
"1697","41º4'28.824456""","40152","cantimpalos-id40041","41.07467346","906","Cantimpalos","1368","674001","1","Cantimpalos","-4.15916008","40041","-4º9'32.976288"""
"1698","40º57'6.942312""","05129","cantiveros-id05048","40.95192842","875","Cantiveros","132","670501","0","Cantiveros","-4.95618555","05048","-4º57'22.26798"""
"1699","37º21'7.897356""","04150","cantoria-id04031","37.35219371","381","Cantoria","3617","610401","0","Cantoria","-2.19324978","04031","-2º11'35.699208"""
"1700","41º17'12.598224""","08126","canyelles-id08043","41.28683284","141","Canyelles","4345","690804","0","Canyelles","1.72239127","08043","1º43'20.608572"""
"1701","41º17'42.67986""","43195","capafonts-id43039","41.29518885","751","Capafonts","114","694305","0","Capafonts","1.02775820","43039","1º1'39.92952"""
"1702","42º20'16.880352""","31195","caparroso-id31065","42.33802232","303","Caparroso","2794","743104","0","Caparroso","-1.65631755","31065","-1º39'22.74318"""
"1703","39º42'9.794988""","07140","capdepera-id07014","39.70272083","98","Capdepera","11385","645402","0","Capdepera","3.43335832","07014","3º26'0.089952"""
"1704","41º50'39.2847""","22284","capdesaso-id22079","41.84424575","312","Capdesaso","170","622203","0","Capdesaso","-0.18498384","22079","-0º11'5.941824"""
"1705","43º26'21.90282""","15180","capela-a-neves-as-id15018","43.43941745","429","Neves, As","1356","711503","0","Capela, A","-8.01298384","15018","-8º0'46.741824"""
"1706","42º11'49.002396""","22288","capella-id22080","42.19694511","523","Capella","361","622201","0","Capella","0.39621261","22080","0º23'46.365396"""
"1707","41º31'52.936356""","08129","capellades-id08044","41.53137121","317","Capellades","5284","690803","0","Capellades","1.68631490","08044","1º41'10.73364"""
"1708","36º57'40.555116""","18195","capileira-id18042","36.96126531","1429","Capileira","496","611803","0","Capileira","-3.35991264","18042","-3º21'35.685504"""
"1709","38º49'10.002288""","06145","capilla-id06030","38.81944508","496","Capilla","187","700602","0","Capilla","-5.08452393","06030","-5º5'4.286148"""
"1710","42º0'49.091472""","34136","capillas-id34045","42.01363652","759","Capillas","84","673402","0","Capillas","-4.89072168","34045","-4º53'26.598048"""
"1711","42º22'21.144""","17152","capmany-id17042","42.37254000","105","Capmany","612","691703","0","Capmany","2.92103112","17042","2º55'15.712032"""
"1712","42º4'41.675268""","08132","capolat-id08045","42.07824313","1279","Capolat","88","690801","0","Capolat","1.75302449","08045","1º45'10.888164"""
"1713","41º6'0.355392""","43200","capcanes-id43040","41.10009872","227","Capçanes","411","694305","0","Capçanes","0.78147084","43040","0º46'53.295024"""
"1714","41º33'9.027576""","42235","carabantes-id42051","41.55250766","979","Carabantes","22","674201","0","Carabantes","-1.99802473","42051","-1º59'52.889028"""
"1715","40º15'24.764328""","28175","carabana-id28035","40.25687898","630","Carabaña","1978","722803","0","Carabaña","-3.23708598","28035","-3º14'13.509528"""
"1716","41º23'0.535776""","42240","caracena-id42052","41.38348216","1085","Caracena","15","674203","0","Caracena","-3.09008831","42052","-3º5'24.317916"""
"1717","38º50'44.572272""","13300","caracuel-de-calatrava-id13030","38.84571452","646","Caracuel de Calatrava","169","681303","0","Caracuel de Calatrava","-4.06372553","13030","-4º3'49.411908"""
"1718","36º55'23.984364""","18200","carataunas-id18043","36.92332899","774","Carataunas","209","611803","0","Carataunas","-3.40856209","18043","-3º24'30.823524"""
"1719","38º6'17.78616""","30150","caravaca-de-la-cruz-id30015","38.10494060","627","Caravaca de la Cruz","26280","733002","1","Caravaca de la Cruz","-1.86430745","30015","-1º51'51.50682"""
"1720","43º27'49.257792""","33130","caravia-prado-id33013","43.46368272","134","Prado","506","633302","0","Caravia","-5.18701706","33013","-5º11'13.261416"""
"1721","41º58'3.219024""","09134","carazo-id09070","41.96756084","1135","Carazo","37","670905","0","Carazo","-3.35668456","09070","-3º21'24.064416"""
"1722","41º39'12.400992""","49105","carbajales-de-alba-id49036","41.65344472","751","Carbajales de Alba","586","674902","0","Carbajales de Alba","-5.99820048","49036","-5º59'53.521728"""
"1723","39º36'11.079432""","10180","carbajo-id10046","39.60307762","340","Carbajo","223","701003","0","Carbajo","-7.19665132","10046","-7º11'47.944752"""
"1724","40º55'58.608732""","37154","carbajosa-de-la-sagrada-id37085","40.93294687","790","Carbajosa de la Sagrada","6763","673701","1","Carbajosa de la Sagrada","-5.65118116","37085","-5º39'4.252176"""
"1725","42º19'14.538504""","32170","carballeda-de-avia-id32018","42.32070514","249","Carballeda de Avia","1390","713202","0","Carballeda de Avia","-8.16413392","32018","-8º9'50.882112"""
"1726","42º22'38.486496""","32180","carballeda-de-valdeorras-id32017","42.37735736","601","Carballeda","1697","713204","0","Carballeda de Valdeorras","-6.87843635","32017","-6º52'42.37086"""
"1727","42º32'19.974012""","27090","carballedo-barrela-a-id27009","42.53888167","635","Barrela, A","2401","712704","0","Carballedo","-7.81362312","27009","-7º48'49.043232"""
"1728","42º25'45.3792""","32190","carballino-o-id32019","42.42927200","396","Carballiño, O","14123","713201","1","Carballiño, O","-8.07815455","32019","-8º4'41.35638"""
"1729","43º12'41.504184""","15190","carballo-id15019","43.21152894","104","Carballo","31288","711501","1","Carballo","-8.69025877","15019","-8º41'24.931572"""
"1730","41º13'55.056756""","49108","carbellino-id49037","41.23196021","771","Carbellino","210","674902","0","Carbellino","-6.14622898","49037","-6º8'46.424328"""
"1731","36º59'50.726076""","04155","carboneras-id04032","36.99742391","6","Carboneras","7852","610404","1","Carboneras","-1.89349648","04032","-1º53'36.587328"""
"1732","39º53'59.518644""","16212","carboneras-de-guadazaon-id16055","39.89986629","1027","Carboneras de Guadazaón","762","681602","0","Carboneras de Guadazaón","-1.81320516","16055","-1º48'47.538576"""
"1733","41º7'20.34246""","40156","carbonero-el-mayor-id40043","41.12231735","918","Carbonero el Mayor","2577","674001","1","Carbonero el Mayor","-4.26611075","40043","-4º15'57.9987"""
"1734","38º13'45.81084""","23210","carboneros-id23021","38.22939190","406","Carboneros","641","612301","0","Carboneros","-3.63131974","23021","-3º37'52.751064"""
"1735","40º2'51.95616""","10184","carcaboso-id10047","40.04776560","266","Carcaboso","1122","701002","0","Carcaboso","-6.21291772","10047","-6º12'46.503792"""
"1736","37º26'40.308756""","14150","carcabuey-id14015","37.44453021","634","Carcabuey","2632","611403","0","Carcabuey","-4.27306704","14015","-4º16'23.041344"""
"1737","39º7'21.943128""","46249","carcaixent-id46083","39.12276198","21","Carcaixent","20613","774604","0","Carcaixent","-0.44698055","46083","-0º26'49.12998"""
"1738","42º22'47.265816""","31201","carcastillo-id31067","42.37979606","351","Carcastillo","2504","743102","0","Carcastillo","-1.44452172","31067","-1º26'40.278192"""
"1739","42º34'37.131888""","09136","carcedo-de-bureba-id09071","42.57698108","780","Carcedo de Bureba","49","670902","0","Carcedo de Bureba","-3.49895916","09071","-3º29'56.252976"""
"1740","42º17'10.3632""","09138","carcedo-de-burgos-id09072","42.28621200","990","Carcedo de Burgos","380","670904","0","Carcedo de Burgos","-3.62292702","09072","-3º37'22.537272"""
"1741","39º6'8.322336""","02190","carcelen-id02020","39.10231176","911","Carcelén","573","680201","0","Carcelén","-1.30876708","02020","-1º18'31.561488"""
"1742","41º38'18.86442""","08135","cardedeu-id08046","41.63857345","195","Cardedeu","17698","690803","0","Cardedeu","2.35643981","08046","2º21'23.183316"""
"1743","39º46'0.672348""","16216","cardenete-id16056","39.76685343","964","Cardenete","556","681602","0","Cardenete","-1.68746513","16056","-1º41'14.874468"""
"1744","38º16'13.342548""","14160","cardena-id14016","38.27037293","746","Cardeña","1606","611401","0","Cardeña","-4.32426689","14016","-4º19'27.360804"""
"1745","42º18'6.2163""","09140","cardenadijo-id09073","42.30172675","914","Cardeñadijo","1269","670904","0","Cardeñadijo","-3.66675585","09073","-3º40'0.32106"""
"1746","42º19'50.104236""","09142","cardenajimeno-id09074","42.33058451","923","Cardeñajimeno","1011","670904","0","Cardeñajimeno","-3.61972293","09074","-3º37'11.002548"""
"1747","40º44'32.223624""","05132","cardenosa-id05049","40.74228434","1105","Cardeñosa","473","670502","0","Cardeñosa","-4.74363401","05049","-4º44'37.082436"""
"1748","42º13'54.946488""","34140","cardenosa-de-volpejera-id34046","42.23192958","827","Cardeñosa de Volpejera","49","673402","0","Cardeñosa de Volpejera","-4.70367177","34046","-4º42'13.218372"""
"1749","42º21'34.857324""","09144","cardenuela-riopico-id09075","42.35968259","933","Cardeñuela Riopico","137","670904","0","Cardeñuela Riopico","-3.56022661","09075","-3º33'36.815796"""
"1750","40º3'42.990588""","45140","cardiel-de-los-montes-id45035","40.06194183","401","Cardiel de los Montes","388","684502","0","Cardiel de los Montes","-4.65407318","45035","-4º39'14.663448"""
"1751","41º54'49.47516""","08138","cardona-id08047","41.91374310","503","Cardona","4921","690802","0","Cardona","1.68144630","08047","1º40'53.20668"""
"1752","41º5'48.524316""","19177","cardoso-de-la-sierra-el-id19067","41.09681231","1268","Cardoso de la Sierra, El","70","681901","0","Cardoso de la Sierra, El","-3.46499681","19067","-3º27'53.988516"""
"1753","41º16'36.61806""","50216","carenas-id50072","41.27683835","641","Carenas","175","625002","0","Carenas","-1.79717085","50072","-1º47'49.81506"""
"1754","41º20'17.411784""","50219","carinena-id50073","41.33816994","591","Cariñena","3457","625002","0","Cariñena","-1.22327064","50073","-1º13'23.774304"""
"1755","43º44'33.542952""","15195","carino-id15901","43.74265082","13","Cariño","4241","711501","0","Cariño","-7.86891577","15901","-7º52'8.096772"""
"1756","39º13'38.25912""","46255","carlet-id46085","39.22729420","49","Carlet","15351","774604","0","Carlet","-0.51984080","46085","-0º31'11.42688"""
"1757","37º40'30.69174""","14170","carlota-la-id14017","37.67519215","212","Carlota, La","13872","611402","1","Carlota, La","-4.93225379","14017","-4º55'56.113644"""
"1758","41º31'52.35456""","08141","carme-id08048","41.53120960","331","Carme","817","690803","0","Carme","1.62095444","08048","1º37'15.435984"""
"1759","39º57'16.726788""","45144","carmena-id45036","39.95464633","556","Carmena","790","684502","0","Carmena","-4.40080980","45036","-4º24'2.91528"""
"1760","37º28'21.556668""","41120","carmona-id41024","37.47265463","249","Carmona","28717","614102","1","Carmona","-5.63324752","41024","-5º37'59.691072"""
"1761","39º9'14.070888""","06150","carmonita-id06031","39.15390858","384","Carmonita","561","700601","0","Carmonita","-6.33797825","06031","-6º20'16.7217"""
"1762","42º49'23.51442""","15200","carnota-id15020","42.82319845","27","Carnota","4376","711502","0","Carnota","-9.08839441","15020","-9º5'18.219876"""
"1763","38º16'33.2454""","23230","carolina-la-id23024","38.27590150","604","Carolina, La","15808","612301","1","Carolina, La","-3.61672237","23024","-3º37'0.200532"""
"1764","41º12'54.331776""","47144","carpio-id47035","41.21509216","759","Carpio","1068","674701","0","Carpio","-5.11198964","47035","-5º6'43.162704"""
"1765","40º35'45.11904""","37156","carpio-de-azaba-id37086","40.59586640","678","Carpio de Azaba","101","673701","0","Carpio de Azaba","-6.64678892","37086","-6º38'48.440112"""
"1766","39º53'12.331788""","45148","carpio-de-tajo-el-id45037","39.88675883","479","Carpio de Tajo, El","2076","684502","0","Carpio de Tajo, El","-4.45439481","45037","-4º27'15.821316"""
"1767","37º56'25.81026""","14180","carpio-el-id14018","37.94050285","182","Carpio, El","4516","611402","0","Carpio, El","-4.49948242","14018","-4º29'58.136712"""
"1768","42º33'6.943572""","24148","carracedelo-id24038","42.55192877","455","Carracedelo","3630","672402","1","Carracedelo","-6.73500673","24038","-6º44'6.024228"""
"1769","43º13'47.296524""","15210","carral-id15021","43.22980459","141","Carral","6118","711501","0","Carral","-8.35625584","15021","-8º21'22.521024"""
"1770","40º10'9.6888""","45152","carranque-id45038","40.16935800","657","Carranque","4619","684502","0","Carranque","-3.90085183","45038","-3º54'3.066588"""
"1771","40º58'43.300776""","37158","carrascal-de-barregas-id37087","40.97869466","791","Carrascal de Barregas","1069","673701","0","Carrascal de Barregas","-5.76191292","37087","-5º45'42.886512"""
"1772","40º45'48.443112""","37160","carrascal-del-obispo-id37088","40.76345642","900","Carrascal del Obispo","229","673701","0","Carrascal del Obispo","-5.99973649","37088","-5º59'59.051364"""
"1773","41º22'3.122112""","40160","carrascal-del-rio-id40044","41.36753392","853","Carrascal del Río","162","674001","0","Carrascal del Río","-3.89816988","40044","-3º53'53.411568"""
"1774","39º38'43.390176""","10188","carrascalejo-id10048","39.64538616","604","Carrascalejo","273","701004","0","Carrascalejo","-5.21795709","10048","-5º13'4.645524"""
"1775","39º1'21.25074""","06155","carrascalejo-el-id06032","39.02256965","301","Carrascalejo, El","68","700601","0","Carrascalejo, El","-6.33741854","06032","-6º20'14.706744"""
"1776","40º35'25.091664""","16220","carrascosa-id16057","40.59030324","1243","Carrascosa","87","681602","0","Carrascosa","-2.16375249","16057","-2º9'49.508964"""
"1777","41º25'25.35546""","42245","carrascosa-de-abajo-id42053","41.42370985","1021","Carrascosa de Abajo","27","674203","0","Carrascosa de Abajo","-3.09027549","42053","-3º5'24.991764"""
"1778","39º35'51.867456""","16224","carrascosa-de-haro-id16058","39.59774096","790","Carrascosa de Haro","125","681603","0","Carrascosa de Haro","-2.54061738","16058","-2º32'26.222568"""
"1779","41º53'39.919704""","42250","carrascosa-de-la-sierra-id42054","41.89442214","1175","Carrascosa de la Sierra","22","674201","0","Carrascosa de la Sierra","-2.28181482","42054","-2º16'54.533352"""
"1780","36º51'13.836816""","29360","carratraca-id29036","36.85384356","539","Carratraca","793","612903","0","Carratraca","-4.82065129","29036","-4º49'14.344644"""
"1781","40º20'50.408772""","05138","carrera-la-id05051","40.34733577","1048","Carrera, La","203","670502","0","Carrera, La","-5.55514674","05051","-5º33'18.528264"""
"1782","43º35'24.71532""","33140","carreno-candas-id33014","43.59019870","36","Candás","10700","633302","1","Carreño","-5.76718059","33014","-5º46'1.850124"""
"1783","42º28'53.868828""","09146","carrias-id09076","42.48163023","836","Carrias","23","670902","0","Carrias","-3.28418542","09076","-3º17'3.067512"""
"1784","39º57'48.791844""","45156","carriches-id45039","39.96355329","545","Carriches","304","684502","0","Carriches","-4.45879549","45039","-4º27'31.663764"""
"1785","42º35'4.612416""","24152","carrizo-carrizo-de-la-ribera-id24039","42.58461456","871","Carrizo de la Ribera","2433","672403","0","Carrizo","-5.83103683","24039","-5º49'51.732588"""
"1786","38º50'47.391576""","13320","carrizosa-id13032","38.84649766","893","Carrizosa","1369","681302","0","Carrizosa","-2.99263433","13032","-2º59'33.483588"""
"1787","39º1'6.439224""","13310","carrion-de-calatrava-id13031","39.01845534","618","Carrión de Calatrava","3080","681301","0","Carrión de Calatrava","-3.81796049","13031","-3º49'4.657764"""
"1788","42º20'26.620548""","34144","carrion-de-los-condes-id34047","42.34072793","838","Carrión de los Condes","2198","673402","1","Carrión de los Condes","-4.60446444","34047","-4º36'16.071984"""
"1789","37º22'4.632024""","41125","carrion-de-los-cespedes-id41025","37.36795334","97","Carrión de los Céspedes","2551","614102","0","Carrión de los Céspedes","-6.32968463","41025","-6º19'46.864668"""
"1790","42º47'48.264792""","24156","carrocera-id24040","42.79674022","1049","Carrocera","524","672401","0","Carrocera","-5.74348395","24040","-5º44'36.54222"""
"1791","38º50'25.37826""","46258","carricola-id46086","38.84038285","334","Carrícola","99","774603","0","Carrícola","-0.47165762","46086","-0º28'17.967432"""
"1792","37º36'0.624312""","30160","cartagena-id30016","37.60017342","67","Cartagena","216451","733005","1","Cartagena","-0.98210494","30016","-0º58'55.577784"""
"1793","36º38'44.10042""","29370","cartajima-id29037","36.64558345","843","Cartajima","252","612902","0","Cartajima","-5.15413673","29037","-5º9'14.892228"""
"1794","37º17'0.530016""","21210","cartaya-id21021","37.28348056","18","Cartaya","19168","612103","1","Cartaya","-7.15548874","21021","-7º9'19.759464"""
"1795","42º13'22.363788""","32200","cartelle-outomuro-id32020","42.22287883","356","Outomuro","2944","713202","1","Cartelle","-8.01942831","32020","-8º1'9.941916"""
"1796","43º19'28.826796""","39085","cartes-id39018","43.32467411","34","Cartes","5687","663901","1","Cartes","-4.06898985","39018","-4º4'8.36346"""
"1797","42º29'24.679176""","24160","carucedo-id24041","42.49018866","515","Carucedo","603","672402","0","Carucedo","-6.76437172","24041","-6º45'51.738192"""
"1798","40º50'32.296632""","19180","casa-de-uceda-id19070","40.84230462","914","Casa de Uceda","117","681903","0","Casa de Uceda","-3.37206814","19070","-3º22'19.445304"""
"1799","36º53'38.135364""","29390","casabermeja-id29039","36.89392649","544","Casabermeja","3498","612904","0","Casabermeja","-4.42957972","29039","-4º25'46.486992"""
"1800","40º35'30.48324""","37162","casafranca-id37089","40.59180090","928","Casafranca","70","673702","0","Casafranca","-5.76096945","37089","-5º45'39.49002"""
"1801","42º32'55.238244""","26210","casalarreina-id26042","42.54867729","500","Casalarreina","1187","762601","0","Casalarreina","-2.91056384","26042","-2º54'38.029824"""
"1802","39º33'39.808764""","10192","casar-de-caceres-id10049","39.56105799","363","Casar de Cáceres","4703","701003","1","Casar de Cáceres","-6.41907994","10049","-6º25'8.687784"""
"1803","40º2'44.98926""","45160","casar-de-escalona-el-id45040","40.04583035","463","Casar de Escalona, El","2037","684502","0","Casar de Escalona, El","-4.52491513","45040","-4º31'29.694468"""
"1804","40º17'43.500552""","10196","casar-de-palomero-id10050","40.29541682","526","Casar de Palomero","1285","701001","0","Casar de Palomero","-6.25496726","10050","-6º15'17.882136"""
"1805","40º42'8.641692""","19183","casar-el-id19071","40.70240047","833","Casar, El","11643","681903","1","Casar, El","-3.42720929","19071","-3º25'37.953444"""
"1806","36º47'5.302824""","29400","casarabonela-id29040","36.78480634","495","Casarabonela","2592","612903","0","Casarabonela","-4.84309805","29040","-4º50'35.15298"""
"1807","41º47'51.772992""","42255","casarejos-id42055","41.79771472","1090","Casarejos","193","674201","0","Casarejos","-3.03204425","42055","-3º1'55.3593"""
"1808","36º26'33.963144""","29410","casares-id29041","36.44276754","421","Casares","5744","612903","0","Casares","-5.27383141","29041","-5º16'25.793076"""
"1809","40º26'24.473364""","10200","casares-de-las-hurdes-id10051","40.44013149","686","Casares de las Hurdes","422","701001","0","Casares de las Hurdes","-6.28940438","10051","-6º17'21.855768"""
"1810","37º17'43.44378""","41130","casariche-id41026","37.29540105","294","Casariche","5596","614103","0","Casariche","-4.75917554","41026","-4º45'33.031944"""
"1811","40º11'5.980848""","45164","casarrubios-del-monte-id45041","40.18499468","611","Casarrubios del Monte","5354","684502","0","Casarrubios del Monte","-4.03598020","45041","-4º2'9.52872"""
"1812","40º10'18.377904""","28180","casarrubuelos-id28036","40.17177164","622","Casarrubuelos","3460","722803","0","Casarrubuelos","-3.83356503","28036","-3º50'0.834108"""
"1813","40º2'22.5744""","46261","casas-altas-id46087","40.03960400","715","Casas Altas","149","774601","0","Casas Altas","-1.26239473","46087","-1º15'44.621028"""
"1814","40º1'24.421872""","46264","casas-bajas-id46088","40.02345052","689","Casas Bajas","195","774601","0","Casas Bajas","-1.26056666","46088","-1º15'38.039976"""
"1815","39º21'37.64898""","16228","casas-de-benitez-id16060","39.36045805","753","Casas de Benítez","940","681603","0","Casas de Benítez","-2.12822918","16060","-2º7'41.625048"""
"1816","39º14'11.730408""","10204","casas-de-don-antonio-id10052","39.23659178","406","Casas de Don Antonio","192","701003","0","Casas de Don Antonio","-6.29102988","10052","-6º17'27.707568"""
"1817","40º0'29.110572""","10208","casas-de-don-gomez-id10053","40.00808627","322","Casas de Don Gómez","308","701002","0","Casas de Don Gómez","-6.60116209","10053","-6º36'4.183524"""
"1818","39º6'14.301324""","06160","casas-de-don-pedro-id06033","39.10397259","366","Casas de Don Pedro","1559","700602","0","Casas de Don Pedro","-5.33066018","06033","-5º19'50.376648"""
"1819","39º21'7.569468""","16232","casas-de-fernando-alonso-id16061","39.35210263","727","Casas de Fernando Alonso","1358","681603","0","Casas de Fernando Alonso","-2.32596091","16061","-2º19'33.459276"""
"1820","39º59'49.608276""","16236","casas-de-garcimolina-id16062","39.99711341","1153","Casas de Garcimolina","30","681602","0","Casas de Garcimolina","-1.41736787","16062","-1º25'2.524332"""
"1821","39º20'46.807404""","16240","casas-de-guijarro-id16063","39.34633539","753","Casas de Guijarro","135","681603","0","Casas de Guijarro","-2.16341711","16063","-2º9'48.301596"""
"1822","39º19'24.408948""","16244","casas-de-haro-id16064","39.32344693","729","Casas de Haro","861","681603","0","Casas de Haro","-2.27032918","16064","-2º16'13.185048"""
"1823","39º6'5.786964""","02200","casas-de-juan-nunez-id02021","39.10160749","704","Casas de Juan Núñez","1372","680201","0","Casas de Juan Núñez","-1.55799035","02021","-1º33'28.76526"""
"1824","38º46'14.07288""","02210","casas-de-lazaro-id02022","38.77057580","942","Casas de Lázaro","386","680201","0","Casas de Lázaro","-2.23922378","02022","-2º14'21.205608"""
"1825","39º49'14.416428""","10212","casas-de-millan-id10056","39.82067123","492","Casas de Millán","652","701002","0","Casas de Millán","-6.32830066","10056","-6º19'41.882376"""
"1826","39º43'34.082076""","10216","casas-de-miravete-id10057","39.72613391","450","Casas de Miravete","148","701004","0","Casas de Miravete","-5.74343671","10057","-5º44'36.372156"""
"1827","38º12'11.409444""","06165","casas-de-reina-id06034","38.20316929","630","Casas de Reina","196","700604","0","Casas de Reina","-5.97031285","06034","-5º58'13.12626"""
"1828","40º52'21.016128""","19186","casas-de-san-galindo-id19073","40.87250448","1021","Casas de San Galindo","22","681903","0","Casas de San Galindo","-2.95803626","19073","-2º57'28.930536"""
"1829","39º15'34.060392""","02220","casas-de-ves-id02023","39.25946122","707","Casas de Ves","689","680201","0","Casas de Ves","-1.33454992","02023","-1º20'4.379712"""
"1830","39º20'1.584384""","16248","casas-de-los-pinos-id16065","39.33377344","726","Casas de los Pinos","522","681603","0","Casas de los Pinos","-2.37064698","16065","-2º22'14.329128"""
